Id,UniqueRefinement,Timestamp,Length,Parent,NumChildren,IsRealizable,IsSatisfiable,IsWellSeparated,IsSolution,TimeRealizabilityCheck,TimeSatisfiabilityCheck,TimeWellSeparationCheck,TimeCounterstrategy,CounterstrategyNumStates,TimeRefine,TimeGenerationMethod,NumVariables,ContainsAux,d1,d2,nummaxentropysccs,d3
3866d4a3-a918-40c6-bd74-80b967bee548,[],0.0021022660075686,0,,3,False,,,False,1.3167762440280055,,,1.34777779399883,4.0,7.149798329919577e-05,0.0605499080265872,,False,,,,
12d3b6ad-36ef-4285-a67d-bb0e29a4f307,['G(F(!(!sideSense_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !obstacle_0 & spec_policy_2 & !spec_policy_1 & !sideSense_1 & !parkResult_0 & !spec_policy_0)))'],4.078299454995431,1,3866d4a3-a918-40c6-bd74-80b967bee548,1,False,,,False,1.2810638909577392,,,1.2865648950100876,19.0,4.54949913546443e-05,0.0382748959818854,,True,,,,
867a923f-829b-4ee2-b6d1-b9206e867107,['!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0)'],4.078316531027667,1,3866d4a3-a918-40c6-bd74-80b967bee548,1,False,,,False,1.3147044000215828,,,1.2647724509588445,5.0,5.490100011229515e-05,0.0332297630375251,,False,,,,
89ceceb6-3e2f-41b8-aab4-9e7312c26753,['G(!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0))'],4.078323472000193,1,3866d4a3-a918-40c6-bd74-80b967bee548,3,False,,,False,1.3032583830063231,,,1.266983883047942,4.0,5.747098475694656e-05,0.0913381749996915,,False,,,,
44330895-c10c-4a18-8afd-8f1d28760ecc,"['G(F(!(!sideSense_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !obstacle_0 & spec_policy_2 & !spec_policy_1 & !sideSense_1 & !parkResult_0 & !spec_policy_0)))', 'G(F(!(!spec_policy_2)))']",8.117957737995312,2,12d3b6ad-36ef-4285-a67d-bb0e29a4f307,1,False,,,False,1.2660881759948095,,,1.4277397919795476,67.0,5.960999988019466e-05,0.0354433109750971,,True,,,,
8f0209bd-761e-49d6-a854-4bea9be32be3,"['!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0)', 'G(F(!(!spec_policy_0)))']",12.07293348800158,2,867a923f-829b-4ee2-b6d1-b9206e867107,0,True,True,True,True,1.3048071520170197,1.2810165419941768,1.298157009005081,,,,,,False,,,,
e05d561d-e214-4409-9142-719063d38695,"['!(!(!sideSense_1 & !obstacle_0 & !sideSense_0 & !(sideSense_1 & sideSense_0) & !parkResult_0) & !(sideSense_1 & sideSense_0) & sideSense_1 & !sideSense_0 & !parkResult_0 & !obstacle_0)', 'G(!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0))']",16.10736841300968,2,89ceceb6-3e2f-41b8-aab4-9e7312c26753,1,False,,,False,1.3272997500025667,,,1.3498264880036004,15.0,5.907699232921004e-05,0.0395844529848545,,False,,,,
bddd19ca-cdfb-442a-9c98-e0ef1372432d,"['G(!(!(!sideSense_1 & !obstacle_0 & !sideSense_0 & !(sideSense_1 & sideSense_0) & !parkResult_0) & !(sideSense_1 & sideSense_0) & sideSense_1 & !sideSense_0 & !parkResult_0 & !obstacle_0))', 'G(!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0))']",16.10738554300042,2,89ceceb6-3e2f-41b8-aab4-9e7312c26753,1,False,,,False,1.312982790987007,,,1.2906800030032173,15.0,6.069004302844405e-05,0.0322945549851283,,False,,,,
8fb30b99-53af-49d6-bca4-42e6463e3e74,"['G(!(!sideSense_0 & !(sideSense_1 & sideSense_0) & !obstacle_0 & !sideSense_1 & !parkResult_0))', 'G(F(!(!(!sideSense_1 & !obstacle_0 & !sideSense_0 & !(sideSense_1 & sideSense_0) & !parkResult_0) & !spec_policy_1 & !spec_policy_2 & !(sideSense_1 & sideSense_0) & sideSense_1 & !sideSense_0 & !parkResult_0 & eNV_CONSTRAINT_0_respondsTo_responded & !spec_policy_0 & !obstacle_0)))']",16.10739547701087,2,89ceceb6-3e2f-41b8-aab4-9e7312c26753,0,True,False,,False,1.288191377010662,1.3680975849856625,,,,,,,True,,,,
5f8b42c8-24e6-44b1-b8f6-d1a6d4b212bd,"['G(F(!(!sideSense_0 & eNV_CONSTRAINT_0_respondsTo_responded & !(sideSense_1 & sideSense_0) & !obstacle_0 & spec_policy_2 & !spec_policy_1 & !sideSense_1 & !parkResult_0 & !spec_policy_0)))', 'G(F(!(!spec_policy_0)))', 'G(F(!(!spec_policy_2)))']",20.241834817978088,3,44330895-c10c-4a18-8afd-8f1d28760ecc,0,True,True,True,True,1.2697176730143838,1.262860818009358,1.3200698539731093,,,,,,True,,,,
